0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	295	@	777	779	783	787	791	795	799	803	807	811	815	819	823	827	831	835	839	845	849	853	857	861	865	869	873	877	881	885	889	893	897	901	905	909	913	917	921	925	929	933	937	941	945	949	953	957	961	965	969	973	977	981	985	989	993	997	1001	1005	1009	1013	1017	1021	1025	1029	1033	1037	1041	1045	1049	1053	1057	1061	1065	1069	1073	1077	1081	1085	1089	1093	1097	1101	1105	1109	1113	1117	1121	1125	1129	1133	1137	1141	1145	1149	1153	1157	1161	1165	1169	1173	1177	1181	1185	1189	1193	1197	1201	1205	1209	1213	1217	1221	1225	1229	1233	1237	1241	1245	1249	1253	1257	1261	1265	1269	1273	1277	1281	1285	1289	1293	1297	1301	1305	1309	1313	1317	1321	1325	1329	1333	1337	1341	1345	1349	1353	1357	1361	1365	1369	1373	1377	1381	1385	1389	1393	1397	1401	1405	1409	1413	1417	1421	1425	1429	1433	1437	1441	1445	1449	1453	1457	1461	1465	1469	1473	1477	1481	1485	1489	1495	1499	1503	1507	1511	1515	1519	1523	1527	1531	1535	1539	1543	1547	1551	1555	1559	1563	1567	1571	1575	1579	1583	1587	1591	1595	1599	1603	1607	1611	1615	1619	1623	1627	1631	1635	1639	1643	1647	1651	1655	1659	1663	1667	1673	1677	1681	1685	1689	1693	1697	1701	1705	1709	1713	1717	1721	1725	1729	1733	1737	1741	1745	1749	1753	1757	1761	1765	1769	1773	1777	1781	1785	1789	1793	1797	1801	1805	1809	1813	1817	1821	1825	1829	1833	1837	1841	1845	1849	1853	1857	1861	1865	1869	1873	1877	1881	1885	1889	1893	1897	1901	1905	1909	1913	1917	1921	1925	1929	1933	1937	1941	1945	1949	1953	1957
0	1	@	1960
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1	@	93
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
